Carbon concentration / (weight%),Silicon concentration / (weight%),Manganese concentration / (weight%),Sulphur concentration / (weight%),Phosphorus concentration / (weight%),Nickel concentration / (weight%),Chromium concentration / (weight%),Molybdenum concentration / (weight%),Vanadium concentration / (weight%),Copper concentration / (weight%),Cobalt concentration / (weight%),Tungsten concentration / (weight%),Oxygen concentration / parts per million by weight,Titanium concentration / parts per million by weight,Nitrogen concentration / parts per million by weight,Aluminium concentration / parts per million by weight,Boron concentration / parts per million by weight,Niobium concentration / parts per million by weight,Tin concentration / parts per million by weight,Arsenic concentration / parts per million by weight,Antimony concentration / parts per million by weight,Current / A,Voltage / V,AC or DC,Electrode positive or negative,Heat input / kJmm-1,Interpass temperature / °C,Type of weld,Post weld heat treatment temperature / °C,Post weld heat treatment time / hours,Yield strength / MPa,Ultimate tensile strength / MPa,Elongation / %,Reduction of Area / %,Charpy temperature / °C,Charpy impact toughness / J,Hardness / kgmm-2,50 % FATT,Primary ferrite in microstructure / %,Ferrite with second phase / %,Acicular ferrite / %,Martensite / %,Ferrite with carbide aggreagate / %,Weld ID
0.073,0.34,1.49,0.004,0.007,,,,,,,,396.0,16.0,84.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,,,,,16.0,21.0,82.0,0.0,0.0,Evans-Ti/CMn-1992-P0.1mic
0.071,0.36,1.46,0.004,0.006,,,,,,,,400.0,22.0,85.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,250.0,14.0,497.0,563.0,30.6,77.0,,,,,,,,,,Evans-Ti/CMn-1992-P0.2
0.071,0.36,1.46,0.004,0.006,,,,,,,,400.0,22.0,85.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,-82.0,28.0,,,,,,,,Evans-Ti/CMn-1992-P0.2ch1
0.071,0.36,1.46,0.004,0.006,,,,,,,,400.0,22.0,85.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,-65.0,100.0,,,,,,,,Evans-Ti/CMn-1992-P0.2ch2
0.071,0.36,1.46,0.004,0.006,,,,,,,,400.0,22.0,85.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,,,,,18.0,12.0,70.0,0.0,0.0,Evans-Ti/CMn-1992-P0.2mic
0.061,0.33,1.36,0.005,0.006,,,,,,,,419.0,28.0,81.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,250.0,14.0,474.0,538.0,32.2,78.8,,,,,,,,,,Evans-Ti/CMn-1992-Q0.4
0.061,0.33,1.36,0.005,0.006,,,,,,,,419.0,28.0,81.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,-86.0,28.0,,,,,,,,Evans-Ti/CMn-1992-Q0.4ch1
0.061,0.33,1.36,0.005,0.006,,,,,,,,419.0,28.0,81.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,-71.0,100.0,,,,,,,,Evans-Ti/CMn-1992-Q0.4ch2
0.061,0.33,1.36,0.005,0.006,,,,,,,,419.0,28.0,81.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,,,,,23.0,8.0,69.0,0.0,0.0,Evans-Ti/CMn-1992-Q0.4mic
0.07,0.32,1.48,0.005,0.006,,,,,,,,373.0,55.0,75.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,250.0,14.0,488.0,549.0,32.4,78.8,,,,,,,,,,Evans-Ti/CMn-1992-Q0.8
0.07,0.32,1.48,0.005,0.006,,,,,,,,373.0,55.0,75.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,-76.0,28.0,,,,,,,,Evans-Ti/CMn-1992-Q0.8ch1
0.07,0.32,1.48,0.005,0.006,,,,,,,,373.0,55.0,75.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,-61.0,100.0,,,,,,,,Evans-Ti/CMn-1992-Q0.8ch2
0.07,0.32,1.48,0.005,0.006,,,,,,,,373.0,55.0,75.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,,,,,23.0,12.0,65.0,0.0,0.0,Evans-Ti/CMn-1992-Q0.8mic
0.068,0.32,1.38,0.004,0.005,,,,,,,,376.0,77.0,74.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,250.0,14.0,466.0,542.0,30.6,80.6,,,,,,,,,,Evans-Ti/CMn-1992-Q1.2
0.068,0.32,1.38,0.004,0.005,,,,,,,,376.0,77.0,74.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,-68.0,28.0,,,,,,,,Evans-Ti/CMn-1992-Q1.2ch1
0.068,0.32,1.38,0.004,0.005,,,,,,,,376.0,77.0,74.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,-51.0,100.0,,,,,,,,Evans-Ti/CMn-1992-Q1.2ch2
0.068,0.32,1.38,0.004,0.005,,,,,,,,376.0,77.0,74.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,,,,,25.0,15.0,60.0,0.0,0.0,Evans-Ti/CMn-1992-Q1.2mic
0.068,0.35,1.51,0.006,0.006,,,,,,,,351.0,100.0,87.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,250.0,14.0,499.0,569.0,29.0,77.9,,,,,,,,,,Evans-Ti/CMn-1992-R1.6
0.068,0.35,1.51,0.006,0.006,,,,,,,,351.0,100.0,87.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,-66.0,28.0,,,,,,,,Evans-Ti/CMn-1992-R1.6ch1
0.068,0.35,1.51,0.006,0.006,,,,,,,,351.0,100.0,87.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,-47.0,100.0,,,,,,,,Evans-Ti/CMn-1992-R1.6ch2
0.068,0.35,1.51,0.006,0.006,,,,,,,,351.0,100.0,87.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,,,,,22.0,16.0,62.0,0.0,0.0,Evans-Ti/CMn-1992-R1.6mic
0.065,0.39,1.53,0.005,0.006,,,,,,,,351.0,140.0,93.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,250.0,14.0,513.0,579.0,27.0,77.9,,,,,,,,,,Evans-Ti/CMn-1992-R2.4
0.065,0.39,1.53,0.005,0.006,,,,,,,,351.0,140.0,93.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,-64.0,28.0,,,,,,,,Evans-Ti/CMn-1992-R2.4ch1
0.065,0.39,1.53,0.005,0.006,,,,,,,,351.0,140.0,93.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,-44.0,100.0,,,,,,,,Evans-Ti/CMn-1992-R2.4ch2
0.065,0.39,1.53,0.005,0.006,,,,,,,,351.0,140.0,93.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,,,,,21.0,11.0,67.0,0.0,0.0,Evans-Ti/CMn-1992-R2.4ch2
0.07,0.48,1.64,0.005,0.006,,,,,,,,290.0,210.0,102.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,250.0,14.0,515.0,592.0,27.2,78.9,,,,,,,,,,Evans-Ti/CMn-1992-S3.6
0.07,0.48,1.64,0.005,0.006,,,,,,,,290.0,210.0,102.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,-76.0,28.0,,,,,,,,Evans-Ti/CMn-1992-S3.6ch1
0.07,0.48,1.64,0.005,0.006,,,,,,,,290.0,210.0,102.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,-55.0,100.0,,,,,,,,Evans-Ti/CMn-1992-S3.6ch2
0.07,0.48,1.64,0.005,0.006,,,,,,,,290.0,210.0,102.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,,,,,17.0,8.0,75.0,0.0,0.0,Evans-Ti/CMn-1992-S3.6mic
0.075,0.29,1.75,0.006,0.005,,,,,,,,272.0,255.0,96.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,250.0,14.0,588.0,654.0,26.4,72.0,,,,,,,,,,Evans-Ti/CMn-1992-S4.8
0.075,0.29,1.75,0.006,0.005,,,,,,,,272.0,255.0,96.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,-80.0,28.0,,,,,,,,Evans-Ti/CMn-1992-S4.8ch1
0.075,0.29,1.75,0.006,0.005,,,,,,,,272.0,255.0,96.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,-55.0,100.0,,,,,,,,Evans-Ti/CMn-1992-S4.8ch2
0.075,0.29,1.75,0.006,0.005,,,,,,,,272.0,255.0,96.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,,,,,16.0,6.0,78.0,0.0,0.0,Evans-Ti/CMn-1992-S4.8mic
0.074,0.35,0.63,0.009,0.007,,,,2.0257816954798613e-05,,,,472.0,8.0,66.0,0.5833895946114354,0.6837857365937627,2.962381287114554,,,,170.0,21.0,DC,+,1.0,200.0,MMA,250.0,14.0,404.0,494.0,32.4,76.0,,,,,,,,,,Evans-Ti/Mn-1992-A8aw
0.074,0.35,0.63,0.009,0.007,,,,0.0003228862741191636,,,,472.0,8.0,66.0,1.3295894890885984,0.5146639526092844,2.885121486057605,,,,170.0,21.0,DC,+,1.0,200.0,MMA,0.0,0.0,,,,,-46.0,100.0,,,20.0,67.0,9.0,0.0,4.0,Evans-Ti/Mn-1992-A8awch
0.074,0.35,0.63,0.009,0.007,,,,0.00022675486570559512,,,,472.0,8.0,66.0,0.5954288319244638,3.792566558779244,0.21794313324115633,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,333.0,450.0,30.4,78.9,-53.0,100.0,,,,,,,,Evans-Ti/Mn-1992-A8ht
0.074,0.35,0.65,0.005,0.004,,,,9.872473769428825e-05,,,,426.0,36.0,73.0,2.845619558305832,3.5589621642022164,3.0619451183254354,,,,170.0,21.0,DC,+,1.0,200.0,MMA,250.0,14.0,402.0,494.0,33.3,77.5,,,,,,,,,,Evans-Ti/Mn-1992-A36aw
0.074,0.35,0.65,0.005,0.004,,,,0.00011798269797417882,,,,426.0,36.0,73.0,0.6405925312223842,1.5800649666102928,3.2644552107461338,,,,170.0,21.0,DC,+,1.0,200.0,MMA,0.0,0.0,,,,,-45.0,100.0,,,19.0,51.0,26.0,0.0,4.0,Evans-Ti/Mn-1992-A36awch
0.074,0.35,0.65,0.005,0.004,,,,0.00010728530749234306,,,,426.0,36.0,73.0,1.3053083002686376,4.6802525374080215,3.150940504643223,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,329.0,447.0,36.4,80.5,-55.0,100.0,,,,,,,,Evans-Ti/Mn-1992-A36ht
0.075,0.35,0.66,0.009,0.007,,,,0.00040875468252974035,,,,396.0,96.0,71.0,3.016510336072877,3.70299128511095,2.7161560665600333,,,,170.0,21.0,DC,+,1.0,200.0,MMA,250.0,14.0,396.0,492.0,30.2,78.0,,,,,,,,,,Evans-Ti/Mn-1992-A96aw
0.075,0.35,0.66,0.009,0.007,,,,0.00014486852463180684,,,,396.0,96.0,71.0,2.9338107395352706,2.3305733920777385,1.0728067079184778,,,,170.0,21.0,DC,+,1.0,200.0,MMA,0.0,0.0,,,,,-40.0,100.0,,,14.0,46.0,35.0,0.0,5.0,Evans-Ti/Mn-1992-A96awch
0.075,0.35,0.66,0.009,0.007,,,,0.0003050162578270594,,,,396.0,96.0,71.0,3.8205377791571467,2.6066949132320874,4.558314483572036,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,351.0,457.0,31.6,79.8,-54.0,100.0,,,,,,,,Evans-Ti/Mn-1992-A96ht
0.076,0.38,0.67,0.009,0.007,,,,0.00032093885179849827,,,,362.0,160.0,70.0,2.6575205876368124,2.1494722176740306,0.9524277698525885,,,,170.0,21.0,DC,+,1.0,200.0,MMA,250.0,14.0,410.0,494.0,31.4,78.9,,,,,,,,,,Evans-Ti/Mn-1992-A160aw
0.076,0.38,0.67,0.009,0.007,,,,0.0003201135218962891,,,,362.0,160.0,70.0,1.1726790560634037,1.34812481670789,4.935034046810299,,,,170.0,21.0,DC,+,1.0,200.0,MMA,0.0,0.0,,,,,-36.0,100.0,,,19.0,44.0,35.0,0.0,2.0,Evans-Ti/Mn-1992-A160awch
0.076,0.38,0.67,0.009,0.007,,,,0.0002691179518148081,,,,362.0,160.0,70.0,0.3589952574402727,0.24065484908618262,0.5135711142502419,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,365.0,465.0,30.4,79.8,-56.0,100.0,,,,,,,,Evans-Ti/Mn-1992-A160ht
0.078,0.44,0.71,0.006,0.008,,,,0.00011729687402053396,,,,306.0,225.0,76.0,2.82602477280461,1.6922852546285765,1.4518994548262443,,,,170.0,21.0,DC,+,1.0,200.0,MMA,250.0,14.0,440.0,523.0,31.4,77.0,,,,,,,,,,Evans-Ti/Mn-1992-A225aw
